Geo Code,State,NAME,PRN2011
019129,AL,Washington County,"$24,771"
019131,AL,Wilcox County,"$33,846"
019133,AL,Winston County,"$30,615"
020078,AK,ANCHORAGE,"$661,540"
029013,AK,Aleutians East Borough,"$2,948"
029016,AK,Aleutians West Census Ar,"$5,314"
029050,AK,Bethel Census Area,"$24,390"
029060,AK,Bristol Bay Borough,"$2,073"
029068,AK,Denali Borough,"$1,201"
029070,AK,Dillingham Census Area,"$6,710"
029090,AK,Fairbanks North Star Bor,"$53,251"
029100,AK,Haines Borough,"$4,357"
029105,AK,Hoonah-Angoon Census Are,"$4,603"
029110,AK,Juneau City and Borough,"$39,397"
029122,AK,Kenai Peninsula Borough,"$36,265"
029130,AK,Ketchikan Gateway Boroug,"$27,736"
029150,AK,Kodiak Island Borough,"$8,925"
029164,AK,Lake and Peninsula Borou,"$2,189"
029170,AK,Matanuska-Susitna Boroug,"$49,625"
029180,AK,Nome Census Area,"$12,243"
029185,AK,North Slope Borough,"$6,753"
029188,AK,Northwest Arctic Borough,"$9,892"
029201,AK,Prince of Wales-Outer Ke,"$6,282"
029220,AK,Sitka City and Borough,"$10,086"
029230,AK,Skagway Municipality,"$3,702"
029240,AK,Southeast Fairbanks Cens,"$6,984"
029261,AK,Valdez-Cordova Census Ar,"$11,321"
029270,AK,Wade Hampton Census Area,"$13,202"
029280,AK,Wrangell-Petersburg Cens,"$15,647"
029282,AK,Yakutat City and Borough,$917
029290,AK,Yukon-Koyukuk Census Are,"$10,198"
040018,AZ,AVONDALE CITY,"$65,581"
040072,AZ,CHANDLER,"$182,989"
040144,AZ,FLAGSTAFF,"$80,585"
040180,AZ,GILBERT,"$93,414"
040186,AZ,GLENDALE,"$783,272"
040270,AZ,MESA,"$1,209,362"
040324,AZ,PEORIA CITY,"$90,247"
040330,AZ,PHOENIX,"$6,012,843"
040348,AZ,PRESCOTT,"$38,344"
040384,AZ,SCOTTSDALE,"$151,709"
040456,AZ,SURPRISE CITY,"$48,924"
040468,AZ,TEMPE,"$210,466"
040492,AZ,TUCSON,"$2,180,644"
040558,AZ,YUMA,"$121,875"
049001,AZ,Apache County,"$158,463"
049003,AZ,Cochise County,"$244,096"
049005,AZ,Coconino County,"$86,939"
049007,AZ,Gila County,"$103,445"
049009,AZ,Graham County,"$57,613"
049011,AZ,Greenlee County,"$17,660"
049012,AZ,La Paz County,"$22,786"
049013,AZ,MARICOPA COUNTY,"$794,808"
049015,AZ,Mohave County,"$155,648"
049017,AZ,Navajo County,"$171,665"
049019,AZ,PIMA COUNTY,"$937,485"
049021,AZ,Pinal County,"$225,125"
049023,AZ,Santa Cruz County,"$68,452"
049025,AZ,Yavapai County,"$146,048"
049027,AZ,Yuma County,"$130,931"
050228,AR,BENTONVILLE,"$24,781"
050600,AR,CONWAY,"$55,305"
050894,AR,FAYETTEVILLE,"$84,677"
050930,AR,FORT SMITH,"$108,174"
051302,AR,HOT SPRINGS,"$51,411"
051374,AR,JACKSONVILLE,"$35,520"
051410,AR,JONESBORO,"$72,449"
051560,AR,LITTLE ROCK,"$585,507"
051938,AR,NORTH LITTLE ROCK,"$99,505"
052130,AR,PINE BLUFF,"$94,539"
052304,AR,ROGERS,"$55,388"
052466,AR,SPRINGDALE,"$68,189"
052556,AR,TEXARKANA,"$41,375"
052754,AR,WEST MEMPHIS,"$54,477"
059001,AR,Arkansas County,"$35,619"
059003,AR,Ashley County,"$31,052"
059005,AR,Baxter County,"$35,522"
059007,AR,Benton County,"$105,866"
059009,AR,Boone County,"$46,975"
059011,AR,Bradley County,"$25,257"
059013,AR,Calhoun County,"$8,081"
059015,AR,Carroll County,"$44,877"
059017,AR,Chicot County,"$25,598"
059019,AR,Clark County,"$36,428"
059021,AR,Clay County,"$33,092"
059023,AR,Cleburne County,"$25,810"
059025,AR,Cleveland County,"$10,115"
059027,AR,Columbia County,"$35,686"
059029,AR,Conway County,"$29,380"
059031,AR,Craighead County,"$27,872"
059033,AR,Crawford County,"$73,385"
059035,AR,Crittenden County,"$37,304"
059037,AR,Cross County,"$29,862"
059039,AR,Dallas County,"$13,903"
059041,AR,Desha County,"$28,298"
059043,AR,Drew County,"$25,528"
059045,AR,Faulkner County,"$40,457"
059047,AR,Franklin County,"$27,322"
059049,AR,Fulton County,"$17,430"
059051,AR,Garland County,"$51,617"
059053,AR,Grant County,"$17,980"
059055,AR,Greene County,"$43,839"
059057,AR,Hempstead County,"$37,673"
059059,AR,Hot Spring County,"$36,551"
059061,AR,Howard County,"$20,892"
059063,AR,Independence County,"$40,427"
059065,AR,Izard County,"$17,835"
059067,AR,Jackson County,"$20,970"
059069,AR,Jefferson County,"$27,739"
059071,AR,Johnson County,"$36,335"
059073,AR,Lafayette County,"$14,193"
059075,AR,Lawrence County,"$26,636"
059077,AR,Lee County,"$20,415"
059079,AR,Lincoln County,"$17,797"
059081,AR,Little River County,"$16,948"
059083,AR,Logan County,"$42,973"
059085,AR,Lonoke County,"$53,771"
059087,AR,Madison County,"$25,621"
059089,AR,Marion County,"$20,275"
059091,AR,Miller County,"$15,163"
059093,AR,Mississippi County,"$86,027"
059095,AR,Monroe County,"$18,848"
059097,AR,Montgomery County,"$13,259"
059099,AR,Nevada County,"$14,947"
059101,AR,Newton County,"$14,794"
059103,AR,Ouachita County,"$39,368"
059105,AR,Perry County,"$11,968"
059107,AR,Phillips County,"$56,444"
059109,AR,Pike County,"$15,135"
059111,AR,Poinsett County,"$36,486"
059113,AR,Polk County,"$31,367"
059115,AR,Pope County,"$64,777"
059117,AR,Prairie County,"$17,972"
059119,AR,Pulaski County,"$81,254"
059121,AR,Randolph County,"$22,654"
059123,AR,St. Francis County,"$49,303"
059125,AR,Saline County,"$73,204"
059127,AR,Scott County,"$17,810"
059129,AR,Searcy County,"$18,622"
059131,AR,Sebastian County,"$34,005"
059133,AR,Sevier County,"$29,134"
059135,AR,Sharp County,"$22,569"
059137,AR,Stone County,"$15,393"
059139,AR,Union County,"$71,893"
059141,AR,Van Buren County,"$20,204"
059143,AR,Washington County,"$69,528"
059145,AR,White County,"$76,476"
059147,AR,Woodruff County,"$14,615"
059149,AR,Yell County,"$30,117"
060012,CA,ALAMEDA,"$177,492"
060030,CA,ALHAMBRA,"$179,098"
060078,CA,ANAHEIM,"$1,749,356"
060102,CA,ANTIOCH,"$94,138"
060108,CA,APPLE VALLEY,"$83,068"
060228,CA,BAKERSFIELD,"$1,180,696"
060234,CA,BALDWIN PARK,"$191,119"
060288,CA,BELLFLOWER,"$153,916"
060324,CA,BERKELEY,"$1,148,127"
060450,CA,BUENA PARK,"$131,514"
060456,CA,BURBANK,"$151,158"
060516,CA,CAMARILLO,"$46,486"
060564,CA,CARLSBAD,"$66,199"
060594,CA,CARSON,"$142,170"
060654,CA,CERRITOS,"$49,551"
060684,CA,CHICO,"$124,332"
060708,CA,CHINO,"$81,635"
060709,CA,CHINO HILLS,"$54,953"
060720,CA,CHULA VISTA,"$704,158"
060726,CA,CITRUS HEIGHTS,"$83,519"
060756,CA,CLOVIS CITY,"$84,033"
060804,CA,COMPTON,"$724,035"
060810,CA,CONCORD,"$132,734"
060828,CA,CORONA,"$156,028"
060846,CA,COSTA MESA,"$177,149"
060906,CA,CUPERTINO CITY,"$50,830"
060930,CA,DALY CITY,"$161,375"
060942,CA,DAVIS,"$105,057"
060960,CA,DELANO CITY,"$107,791"
061032,CA,DOWNEY,"$192,946"
061116,CA,EL CAJON,"$162,348"
061122,CA,EL CENTRO,"$87,306"
061146,CA,ELK GROVE,"$65,314"
061152,CA,EL MONTE,"$948,465"
061212,CA,ENCINITAS,"$52,209"
061230,CA,ESCONDIDO,"$225,378"
061266,CA,FAIRFIELD,"$106,623"
061332,CA,FONTANA,"$733,979"
061380,CA,FOUNTAIN VALLEY,"$45,652"
061404,CA,FREMONT,"$215,651"
061410,CA,FRESNO,"$2,681,941"
061416,CA,FULLERTON,"$196,468"
061428,CA,GARDENA,"$119,386"
061440,CA,GARDEN GROVE,"$912,763"
061452,CA,GILROY CITY,"$64,129"
061464,CA,GLENDALE,"$1,149,233"
061470,CA,GLENDORA CITY,"$43,482"
061476,CA,GOLETA,"$34,936"
061566,CA,HANFORD,"$70,371"
061596,CA,HAWTHORNE,"$222,241"
061602,CA,HAYWARD,"$222,711"
061614,CA,HEMET,"$91,475"
061638,CA,HESPERIA,"$96,053"
061692,CA,HUNTINGTON BEACH,"$178,133"
061698,CA,HUNTINGTON PARK,"$560,113"
061728,CA,INDIO CITY,"$124,577"
061740,CA,INGLEWOOD,"$783,339"
061750,CA,IRVINE,"$174,227"
061854,CA,LAGUNA NIGUEL,"$43,744"
061860,CA,LA HABRA,"$105,640"
061869,CA,LAKE FOREST,"$62,410"
061890,CA,LAKEWOOD,"$93,560"
061896,CA,LA MESA,"$57,226"
061914,CA,LANCASTER,"$179,598"
062034,CA,LIVERMORE,"$59,684"
062046,CA,LODI,"$97,471"
062088,CA,LONG BEACH,"$3,041,576"
062118,CA,LOS ANGELES,"$25,157,001"
062148,CA,LYNWOOD,"$204,368"
062166,CA,MADERA,"$126,315"
062250,CA,MERCED,"$163,189"
062274,CA,MILPITAS CITY,"$76,829"
062286,CA,MISSION VIEJO,"$63,774"
062292,CA,MODESTO,"$822,402"
062328,CA,MONTEBELLO,"$136,240"
062334,CA,MONTEREY,"$36,055"
062340,CA,MONTEREY PARK,"$125,941"
062367,CA,MORENO VALLEY,"$233,468"
062382,CA,MOUNTAIN VIEW,"$89,149"
062406,CA,NAPA CITY,"$88,588"
062412,CA,NATIONAL CITY,"$142,930"
062454,CA,NEWPORT BEACH,"$46,317"
062490,CA,NORWALK,"$199,798"
062508,CA,OAKLAND,"$2,958,955"
062532,CA,OCEANSIDE,"$636,861"
062556,CA,ONTARIO,"$851,058"
062568,CA,ORANGE,"$172,682"
062622,CA,OXNARD,"$962,036"
062658,CA,PALMDALE,"$195,678"
062670,CA,PALM DESERT,"$45,916"
062676,CA,PALM SPRINGS,"$65,630"
062682,CA,PALO ALTO,"$87,967"
062700,CA,PARADISE,"$28,817"
062706,CA,PARAMOUNT CITY,"$156,491"
062724,CA,PASADENA,"$797,327"
062754,CA,PERRIS CITY,"$83,981"
062760,CA,PETALUMA,"$44,883"
062766,CA,PICO RIVERA,"$117,761"
062790,CA,PITTSBURG,"$84,512"
062826,CA,PLEASANTON CITY,"$35,944"
062850,CA,POMONA,"$994,345"
062862,CA,PORTERVILLE,"$104,384"
062928,CA,RANCHO CORDOVA CITY,"$90,241"
062930,CA,RANCHO CUCAMONGA,"$132,654"
062949,CA,RANCHO SANTA MARGARITA,"$32,084"
062958,CA,REDDING,"$108,361"
062964,CA,REDLANDS,"$73,885"
062970,CA,REDONDO BEACH,"$53,055"
062976,CA,REDWOOD CITY,"$94,206"
062988,CA,RIALTO,"$172,541"
063000,CA,RICHMOND,"$176,991"
063048,CA,RIVERSIDE,"$1,181,711"
063054,CA,ROCKLIN CITY,"$26,631"
063102,CA,ROSEMEAD,"$148,323"
063108,CA,ROSEVILLE,"$67,673"
063144,CA,SACRAMENTO,"$2,035,462"
063162,CA,SALINAS,"$865,483"
063180,CA,SAN BERNARDINO,"$1,264,054"
063198,CA,SAN CLEMENTE,"$51,766"
063210,CA,SAN DIEGO,"$5,302,601"
063228,CA,SAN FRANCISCO,"$7,233,022"
063258,CA,SAN JOSE,"$3,539,341"
063276,CA,SAN LEANDRO,"$94,497"
063294,CA,SAN MARCOS CITY,"$91,253"
063312,CA,SAN MATEO,"$102,500"
063342,CA,SANTA ANA,"$2,420,483"
063348,CA,SANTA BARBARA,"$139,917"
063354,CA,SANTA CLARA,"$140,850"
063356,CA,SANTA CLARITA,"$146,748"
063360,CA,SANTA CRUZ,"$79,297"
063372,CA,SANTA MARIA,"$165,484"
063384,CA,SANTA MONICA,"$178,787"
063396,CA,SANTA ROSA,"$163,419"
063408,CA,SANTEE,"$41,148"
063444,CA,SEASIDE,"$52,978"
063480,CA,SIMI VALLEY,"$93,926"
063528,CA,SOUTH GATE,"$738,483"
063564,CA,SOUTH SAN FRANCISCO,"$78,334"
063624,CA,STOCKTON,"$1,471,492"
063660,CA,SUNNYVALE,"$160,925"
063732,CA,THOUSAND OAKS,"$87,698"
063744,CA,TORRANCE,"$152,339"
063768,CA,TULARE,"$92,885"
063798,CA,TURLOCK,"$97,025"
063804,CA,TUSTIN,"$105,276"
063846,CA,UNION CITY,"$84,208"
063852,CA,UPLAND,"$91,518"
063858,CA,VACAVILLE,"$72,164"
063876,CA,VALLEJO,"$151,760"
063888,CA,SAN BUENAVENTURA,"$112,918"
063900,CA,VICTORVILLE,"$121,339"
063918,CA,VISALIA,"$160,068"
063924,CA,VISTA,"$154,124"
063942,CA,WALNUT CREEK,"$41,119"
063966,CA,WATSONVILLE,"$111,552"
064002,CA,WEST COVINA,"$154,239"
064014,CA,WESTMINSTER,"$161,560"
064074,CA,WHITTIER,"$121,667"
064134,CA,WOODLAND,"$75,819"
064158,CA,YORBA LINDA,"$35,418"
064176,CA,YUBA CITY,"$71,918"
069001,CA,ALAMEDA COUNTY,"$687,135"
069003,CA,Alpine County,"$8,495"
069005,CA,Amador County,"$59,569"
069007,CA,Butte County,"$204,893"
069009,CA,Calaveras County,"$63,916"
069011,CA,Colusa County,"$47,204"
069013,CA,CONTRA COSTA COUNTY,"$1,213,870"
069015,CA,Del Norte County,"$48,175"
069017,CA,El Dorado County,"$179,628"
069019,CA,FRESNO COUNTY,"$1,397,702"
069021,CA,Glenn County,"$74,590"
069023,CA,Humboldt County,"$367,124"
069025,CA,Imperial County,"$260,973"
069027,CA,Inyo County,"$36,368"
069029,CA,KERN COUNTY,"$1,860,615"
069031,CA,Kings County,"$177,229"
069033,CA,Lake County,"$108,485"
069035,CA,Lassen County,"$66,329"
069037,CA,LOS ANGELES COUNTY,"$10,392,780"
069039,CA,Madera County,"$133,898"
069041,CA,Marin County,"$207,695"
069043,CA,Mariposa County,"$29,685"
069045,CA,Mendocino County,"$190,694"
069047,CA,Merced County,"$351,032"
069049,CA,Modoc County,"$34,360"
069051,CA,Mono County,"$19,695"
069053,CA,Monterey County,"$346,891"
069055,CA,Napa County,"$95,105"
069057,CA,Nevada County,"$149,244"
069059,CA,ORANGE COUNTY,"$1,322,381"
069061,CA,Placer County,"$182,082"
069063,CA,Plumas County,"$50,820"
069065,CA,RIVERSIDE COUNTY,"$3,126,680"
069067,CA,SACRAMENTO COUNTY,"$2,046,238"
069069,CA,San Benito County,"$85,033"
069071,CA,SAN BERNARDINO COUNTY,"$2,510,781"
069073,CA,SAN DIEGO COUNTY,"$1,651,291"
069077,CA,SAN JOAQUIN COUNTY,"$984,102"
069079,CA,SAN LUIS OBISPO COUNTY,"$735,084"
069081,CA,SAN MATEO COUNTY,"$997,353"
069083,CA,SANTA BARBARA COUNTY,"$709,351"
069085,CA,SANTA CLARA COUNTY,"$611,552"
069087,CA,Santa Cruz County,"$259,809"
069089,CA,Shasta County,"$132,094"
069091,CA,Sierra County,"$18,907"
069093,CA,Siskiyou County,"$143,073"
069095,CA,Solano County,"$110,338"
069097,CA,SONOMA COUNTY,"$695,305"
069099,CA,STANISLAUS COUNTY,"$874,281"
069101,CA,Sutter County,"$64,255"
069103,CA,Tehama County,"$113,314"
069105,CA,Trinity County,"$28,612"
069107,CA,Tulare County,"$556,917"
069109,CA,Tuolumne County,"$86,099"
069111,CA,VENTURA COUNTY,"$703,360"
069113,CA,Yolo County,"$134,634"
069115,CA,Yuba County,"$134,929"
080054,CO,ARVADA,"$66,436"
080072,CO,AURORA,"$872,353"
080144,CO,BOULDER,"$122,985"
080180,CO,BROOMFIELD CITY/COUNTY,"$29,268"
080238,CO,CENTENNIAL,"$39,421"
080288,CO,COLORADO SPRINGS,"$907,030"
080390,CO,DENVER,"$3,122,687"
080552,CO,FORT COLLINS,"$132,802"
080672,CO,GRAND JUNCTION,"$45,037"
080690,CO,GREELEY,"$113,577"
080906,CO,LAKEWOOD,"$118,253"
080978,CO,LONGMONT,"$70,631"
080990,CO,LOVELAND,"$39,661"
081278,CO,PUEBLO,"$216,428"
081524,CO,Thornton,"$72,437"
081614,CO,WESTMINSTER,"$72,747"
089001,CO,ADAMS COUNTY,"$525,241"
089003,CO,Alamosa County,"$25,259"
089005,CO,Arapahoe County,"$132,962"
089007,CO,Archuleta County,"$11,255"
089009,CO,Baca County,"$7,408"
089011,CO,Bent County,"$10,998"
089013,CO,Boulder County,"$66,230"
089015,CO,Chaffee County,"$23,083"
089017,CO,Cheyenne County,"$3,301"
089019,CO,Clear Creek County,"$13,033"
089021,CO,Conejos County,"$15,641"
089023,CO,Costilla County,"$7,837"
089025,CO,Crowley County,"$7,793"
089027,CO,Custer County,"$6,033"
089029,CO,Delta County,"$36,486"
089033,CO,Dolores County,"$2,229"
089035,CO,Douglas County,"$107,902"
089037,CO,Eagle County,"$47,435"
089039,CO,Elbert County,"$12,005"
089041,CO,El Paso County,"$125,875"
089043,CO,Fremont County,"$47,785"
089045,CO,Garfield County,"$46,542"
089047,CO,Gilpin County,"$6,298"
089049,CO,Grand County,"$11,278"
089051,CO,Gunnison County,"$17,011"
089053,CO,Hinsdale County,$908
089055,CO,Huerfano County,"$16,576"
089057,CO,Jackson County,"$3,336"
089059,CO,Jefferson County,"$142,504"
089061,CO,Kiowa County,"$2,492"
089063,CO,Kit Carson County,"$11,526"
089065,CO,Lake County,"$15,503"
089067,CO,La Plata County,"$46,146"
089069,CO,Larimer County,"$56,109"
089071,CO,Las Animas County,"$35,582"
089073,CO,Lincoln County,"$8,423"
089075,CO,Logan County,"$30,088"
089077,CO,Mesa County,"$71,348"
089079,CO,Mineral County,"$2,124"
089081,CO,Moffat County,"$12,453"
089083,CO,Montezuma County,"$32,982"
089085,CO,Montrose County,"$40,365"
089087,CO,Morgan County,"$38,114"
089089,CO,Otero County,"$40,249"
089091,CO,Ouray County,"$5,097"
089093,CO,Park County,"$10,974"
089095,CO,Phillips County,"$8,158"
089097,CO,Pitkin County,"$12,960"
089099,CO,Prowers County,"$24,109"
089101,CO,Pueblo County,"$33,435"
089103,CO,Rio Blanco County,"$5,458"
089105,CO,Rio Grande County,"$18,995"
089107,CO,Routt County,"$16,103"
089109,CO,Saguache County,"$11,632"
089111,CO,San Juan County,"$2,924"
089113,CO,San Miguel County,"$8,296"
089115,CO,Sedgwick County,"$6,126"
089117,CO,Summit County,"$24,630"
089119,CO,Teller County,"$15,943"
089121,CO,Washington County,"$8,995"
089123,CO,Weld County,"$124,994"
089125,CO,Yuma County,"$17,162"
090102,CT,BRIDGEPORT,"$1,171,543"
090114,CT,BRISTOL,"$82,064"
090258,CT,DANBURY,"$81,555"
090336,CT,EAST HARTFORD,"$85,775"
090390,CT,FAIRFIELD,"$73,189"
090438,CT,GREENWICH,"$124,117"
090480,CT,HAMDEN TOWN,"$71,051"
090492,CT,HARTFORD,"$1,352,567"
090594,CT,MANCHESTER,"$86,723"
090612,CT,MERIDEN,"$120,912"
090630,CT,MIDDLETOWN,"$54,642"
090636,CT,MILFORD TOWN,"$69,142"
090696,CT,NEW BRITAIN,"$666,387"
090726,CT,NEW HAVEN,"$1,303,474"
090738,CT,NEW LONDON,"$116,527"
090810,CT,NORWALK,"$128,042"
090816,CT,NORWICH,"$131,187"
091074,CT,STAMFORD,"$151,967"
091104,CT,STRATFORD,"$91,305"
091194,CT,WATERBURY,"$806,100"
091230,CT,WEST HARTFORD,"$144,541"
091236,CT,WEST HAVEN,"$96,790"
099001,CT,Fairfield County,"$213,881"
099003,CT,Hartford County,"$364,044"
099005,CT,Litchfield County,"$224,879"
099007,CT,Middlesex County,"$108,599"
099009,CT,New Haven County,"$333,029"
099011,CT,New London County,"$196,219"
099013,CT,Tolland County,"$145,825"
099015,CT,Windham County,"$180,368"
100090,DE,DOVER,"$35,656"
100336,DE,WILMINGTON,"$866,293"
109001,DE,Kent County,"$95,691"
109003,DE,NEW CASTLE COUNTY,"$834,687"
109005,DE,Sussex County,"$171,389"
110006,DC,DISTRICT OF COLUMBIA,"$6,378,413"
120234,FL,BOCA RATON,"$62,054"
120264,FL,BOYNTON BEACH,"$68,867"
120270,FL,BRADENTON,"$62,548"
120402,FL,CAPE CORAL,"$91,162"
120492,FL,CLEARWATER,"$120,838"
120516,FL,COCOA,"$29,724"
120534,FL,COCONUT CREEK,"$36,814"
120588,FL,CORAL SPRINGS,"$117,431"
120684,FL,DAVIE,"$85,897"
120690,FL,DAYTONA BEACH,"$106,600"
120708,FL,DEERFIELD BEACH,"$96,438"
120732,FL,DELRAY BEACH,"$75,441"
120738,FL,DELTONA,"$65,315"
120954,FL,FT LAUDERDALE,"$725,814"
120966,FL,FT MYERS,"$98,496"
120996,FL,FORT PIERCE,"$89,672"
121008,FL,FORT WALTON BEACH,"$18,370"
121038,FL,GAINESVILLE,"$181,064"
121236,FL,HIALEAH,"$1,477,306"
121320,FL,HOLLYWOOD,"$196,475"
121344,FL,HOMESTEAD CITY,"$103,810"
121572,FL,KISSIMMEE,"$80,204"
121662,FL,LAKELAND,"$101,222"
121710,FL,LARGO,"$60,648"
121728,FL,LAUDERHILL,"$121,633"
121874,FL,MARCO ISLAND CITY,"$9,304"
121878,FL,MARGATE,"$53,907"
121926,FL,MELBOURNE,"$72,803"
121968,FL,MIAMI,"$2,907,481"
121974,FL,MIAMI BEACH,"$609,856"
121976,FL,MIAMI GARDENS CITY,"$182,372"
122022,FL,MIRAMAR,"$101,306"
122064,FL,NAPLES,"$14,482"
122142,FL,NORTH MIAMI,"$160,170"
122214,FL,OCALA,"$63,682"
122292,FL,ORLANDO,"$794,145"
122358,FL,PALM BAY,"$80,861"
122406,FL,PANAMA CITY,"$53,787"
122448,FL,PEMBROKE PINES,"$114,378"
122466,FL,PENSACOLA,"$126,480"
122514,FL,PLANTATION,"$66,707"
122538,FL,POMPANO BEACH,"$159,730"
122568,FL,PORT ORANGE,"$36,981"
122586,FL,PORT ST LUCIE,"$91,163"
122598,FL,PUNTA GORDA,"$10,296"
122724,FL,ST PETERSBURG,"$778,014"
122754,FL,Sanford,"$58,366"
122766,FL,SARASOTA,"$73,103"
122808,FL,Sebastian City,"$11,986"
122958,FL,SUNRISE,"$95,274"
123000,FL,TALLAHASSEE,"$679,196"
123006,FL,TAMARAC,"$54,463"
123012,FL,TAMPA,"$1,318,950"
123048,FL,TITUSVILLE,"$44,179"
123114,FL,VENICE,"$11,769"
123252,FL,WEST PALM BEACH,"$142,751"
123342,FL,WINTER HAVEN,"$35,969"
129001,FL,Alachua County,"$174,463"
129003,FL,Baker County,"$31,569"
129005,FL,Bay County,"$131,716"
129007,FL,Bradford County,"$37,838"
129009,FL,Brevard County,"$199,526"
129011,FL,BROWARD COUNTY,"$1,288,492"
129013,FL,Calhoun County,"$24,957"
129015,FL,Charlotte County,"$109,995"
129017,FL,Citrus County,"$122,118"
129019,FL,Clay County,"$124,100"
129021,FL,COLLIER COUNTY,"$758,554"
129023,FL,Columbia County,"$77,801"
129027,FL,DeSoto County,"$68,739"
129029,FL,Dixie County,"$20,961"
129031,FL,JACKSONVILLE-DUVAL COUNT,"$2,378,192"
129033,FL,ESCAMBIA COUNTY,"$734,404"
129035,FL,Flagler County,"$54,529"
129037,FL,Franklin County,"$28,541"
129039,FL,Gadsden County,"$93,171"
129041,FL,Gilchrist County,"$18,384"
129043,FL,Glades County,"$17,611"
129045,FL,Gulf County,"$24,120"
129047,FL,Hamilton County,"$28,017"
129049,FL,Hardee County,"$66,225"
129051,FL,Hendry County,"$89,676"
129053,FL,Hernando County,"$134,828"
129055,FL,Highlands County,"$127,826"
129057,FL,HILLSBOROUGH COUNTY,"$2,105,733"
129059,FL,Holmes County,"$40,317"
129061,FL,Indian River County,"$105,209"
129063,FL,Jackson County,"$110,526"
129065,FL,Jefferson County,"$32,400"
129067,FL,Lafayette County,"$11,137"
129069,FL,Lake County,"$134,405"
129071,FL,LEE COUNTY,"$758,664"
129073,FL,Leon County,"$83,677"
129075,FL,Levy County,"$53,825"
129077,FL,Liberty County,"$10,128"
129079,FL,Madison County,"$48,502"
129081,FL,Manatee County,"$200,807"
129083,FL,Marion County,"$232,158"
129085,FL,Martin County,"$123,908"
129086,FL,MIAMI-DADE COUNTY,"$6,360,044"
129087,FL,Monroe County,"$187,614"
129089,FL,Nassau County,"$73,091"
129091,FL,Okaloosa County,"$140,971"
129093,FL,Okeechobee County,"$65,461"
129095,FL,ORANGE COUNTY,"$2,162,884"
129097,FL,Osceola County,"$154,447"
129099,FL,PALM BEACH COUNTY,"$2,387,875"
129101,FL,PASCO COUNTY,"$923,731"
129103,FL,PINELLAS COUNTY,"$1,046,468"
129105,FL,POLK COUNTY,"$1,043,305"
